id,Product Name,Size,Pack,Category,Price ($),UPC
3749,Jack Daniels Blackberry,50 ml,,Whiskey & Cognac,3.41,8218400876
3750,Jack Daniels Bonded Rye,750 ml,,Whiskey & Cognac,56.86,8218400684
3751,Jack Daniels Cocktail Can,,,Whiskey & Cognac,16.93,8218420477
3752,Jack Daniels Cocktail Cans,,,Whiskey & Cognac,16.93,8218420476
3753,Jack Daniels Fire,200 ml,,Whiskey & Cognac,12.1,8218400155
3754,Jack Daniels Fire,375 ml,,Whiskey & Cognac,20.56,8218400156
3755,Jack Daniels Fire,50 ml,,Whiskey & Cognac,3.41,8218400118
3756,Jack Daniels Fire,750 ml,,Whiskey & Cognac,32.66,8218400117
3757,Jack Daniels Ginger Ale,355 ml,4-Pack,Whiskey & Cognac,15.72,8218420721
3758,Jack Daniels Honey,100 ml,,Whiskey & Cognac,6.04,8218400063
3759,Jack Daniels Honey,200 ml,,Whiskey & Cognac,12.09,8218400062
3760,Jack Daniels Honey,50 ml,,Whiskey & Cognac,4.83,8218400035
3761,Jack Daniels Honey,750 ml,,Whiskey & Cognac,31.45,8218423403
3762,Jack Daniels Single Barrel,,,Whiskey & Cognac,60.49,8218408700
3763,Jack Daniels Triple Mash,750 ml,,Whiskey & Cognac,56.86,8218400594
3764,Jack Daniels Winter,750 ml,,Whiskey & Cognac,25.4,8218400719
3765,Jack Daniels Zero Sugae,375 ml,4-Pack,Whiskey & Cognac,16.93,8218420688
3766,Jack Daniels's Coca Cola,475,Single,Whiskey & Cognac,4.83,8218400909
3767,Jameson,1 L,Single,Whiskey & Cognac,43.55,1758000000
3768,Jameson,1.75 L,,Whiskey & Cognac,70.17,8043250018
3769,Jameson,200 ml,,Whiskey & Cognac,16.93,8043250012
3770,Jameson,375 ml,,Whiskey & Cognac,25.4,8043250014
3771,Jameson,750 ml,,Whiskey & Cognac,41.13,8043250017
3772,Jameson 1L,,,Whiskey & Cognac,43.55,8043250011
3773,Jameson Blk Barrel,750 ml,,Whiskey & Cognac,61.7,8043210726
3774,Jameson Caskmates,750 ml,,Whiskey & Cognac,58.07,8043210992
3775,Jameson Cola,12 Oz,4-Pack,Whiskey & Cognac,9.67,8043200006
3776,Jameson Irish,50 ml,,Whiskey & Cognac,3.7,8043250010
3777,Jameson Triple Triple,750 ml,,Whiskey & Cognac,42.34,8043200211
3778,Jefferson Ocean Whisky,750 ml,Single,Whiskey & Cognac,102.84,1479401064
3779,Jeffersons Bourbon,,,Whiskey & Cognac,47.18,5570900030
3780,Jim Beam,200 ml,,Whiskey & Cognac,8.53,8068600170
3781,Jim Beam,375 ml,,Whiskey & Cognac,15.72,8068600160
3782,Jim Beam,750 ml,,Whiskey & Cognac,30.24,8068600685
3783,Jim Beam -,1.75 L,,Whiskey & Cognac,43.55,8068600110
3784,Jim Beam Apple,1.75 L,,Whiskey & Cognac,42.34,8068600659
3785,Jim Beam Apple,50 ml,,Whiskey & Cognac,1.71,8068600658
3786,Jim Beam Apple,750 ml,,Whiskey & Cognac,26.61,8068600655
3787,Jim Beam Fire,750 ml,,Whiskey & Cognac,26.61,8068600638
3788,Jim Beam Honey,50 ml,,Whiskey & Cognac,1.71,8068600609
3789,Jim Beam Honey,750 ml,,Whiskey & Cognac,30.24,8068600606
3790,Jim Beam Lemo And Punch,12 Oz,12-Pack,Whiskey & Cognac,21.77,8769201607
3791,Jim Beam Orange,50 ml,,Whiskey & Cognac,1.71,8068602181
3792,Jim Beam Orange,750 ml,,Whiskey & Cognac,27.82,8068602178
3793,Jim Beam Peach,750 ml,,Whiskey & Cognac,26.61,8068602114
3794,Jim Beam Pinapple,50 ml,,Whiskey & Cognac,1.71,8068600993
3795,Jim Beam Pineapple 750Ml,750 ml,Single,Whiskey & Cognac,26.61,8068600995
3796,Jim Beam Rye,750 ml,,Whiskey & Cognac,37.5,8068601040
3797,Johnnie Walker Blk,1.75 L,,Whiskey & Cognac,79.85,8807616317
3798,Johnnie Walker Blk,750 ml,,Whiskey & Cognac,43.55,8811001130
3799,Johnnie Walker Blue,750 ml,,Whiskey & Cognac,302.49,8811007005
3800,Johnnie Walker Blue Chinese,750 ml,Single,Whiskey & Cognac,302.49,8807618839
3801,Johnnie Walker Blue Label,750 ml,,Whiskey & Cognac,362.99,8807618941
3802,Johnnie Walker Collection,50 ml,,Whiskey & Cognac,55.65,8807618323
3803,Johnnie Walker Collection,,,Whiskey & Cognac,120.99,8807618312
3804,Johnnie Walker Green 750m,750 ml,,Whiskey & Cognac,88.32,8807616262
3805,Johnnie Walker Platinum 18yr,,,Whiskey & Cognac,113.73,8807617821
3806,Johnnie Walker Red,1.75 L,,Whiskey & Cognac,48.39,8807616316
3807,Johnnie Walker Red,750 ml,,Whiskey & Cognac,31.45,8811002130
3808,Johnnie Walker Red,,,Whiskey & Cognac,38.71,8811002140
3809,KNOB CREEK,,,Whiskey & Cognac,48.39,8068601676
3810,KNOB CREEK RYE,750 ml,,Whiskey & Cognac,56.86,8068601674
3811,Keepers Heart Bourbon,750 ml,Single,Whiskey & Cognac,64.12,5003049445
3812,Knob Creek,375 ml,Single,Whiskey & Cognac,32.66,8068601692
3813,Knob Creek,750 ml,,Whiskey & Cognac,30.24,8068689715
3814,Knob Creek 7 Years,750 ml,,Whiskey & Cognac,56.86,8068600442
3815,Knob Creek Rye,375 ml,,Whiskey & Cognac,33.87,8068601693
3816,Kyoto Whisky Aka Red,700 ml,Single,Whiskey & Cognac,54.44,7355092014
3817,Lagavulin Single Malt 11 Year,750 ml,Single,Whiskey & Cognac,108.89,8807618918
3818,Laphroaig 10 Years Sherry Oak,750 ml,,Whiskey & Cognac,108.89,8068681334
3819,Laphroaig 10yrs,750 ml,,Whiskey & Cognac,81.06,8068681301
3820,Laphroaig Select,750 ml,,Whiskey & Cognac,72.59,8068681306
3821,Larceny Bourbon,750 ml,,Whiskey & Cognac,36.29,9674903155
3822,Larceny Bourbon Barrel Proof,750 ml,Single,Whiskey & Cognac,79.85,9674900265
3823,Lexington Bourbon,,,Whiskey & Cognac,36.29,1245901043
3824,Litchfield Straight Bourbon,750 ml,Single,Whiskey & Cognac,70.17,6136900018
3825,Macallan 12Y,50 ml,Single,Whiskey & Cognac,12.09,1206602185
3826,Macallan 12y Double Cask,,,Whiskey & Cognac,120.99,1206602159
3827,Macallan 12yr,750 ml,,Whiskey & Cognac,113.73,1206602055
3828,Macallan Double Cask 15yrs,,,Whiskey & Cognac,278.29,1206602306
3829,Macallan Hormany,750 ml,Single,Whiskey & Cognac,362.99,1206602428
3830,Macallan'18yrs,750 ml,,Whiskey & Cognac,483.99,1206602338
3831,Maison Rouge Cognac Vs,750 ml,Single,Whiskey & Cognac,37.5,8976412003
3832,Makers Mark,1.75 L,,Whiskey & Cognac,70.17,8524613941
3833,Makers Mark,750 ml,,Whiskey & Cognac,42.34,8524613943
3834,Martell Blue Shift,750 ml,,Whiskey & Cognac,84.69,8043211082
3835,Martell Blue Swift,375 ml,,Whiskey & Cognac,35.08,8043211084
3836,Martell VSOP - 1L,,,Whiskey & Cognac,60.49,8700055028
3837,Martell Vs,375 ml,,Whiskey & Cognac,26.61,8043240078
3838,Martell Vs,750 ml,,Whiskey & Cognac,53.23,8043240081
3839,Michter's Bourbon 10 Years,750 ml,,Whiskey & Cognac,108.89,3938300229
3840,Michtner's Bourbon,750 ml,,Whiskey & Cognac,60.49,3938300718
3841,Mr & Mrs.T Whiskey Sour - 1L,,,Whiskey & Cognac,7.25,7065595030
3842,Mr.Boston Coffee,200 ml,,Whiskey & Cognac,5.14,8900001332
3843,OBAN 14Y Single Malt,,,Whiskey & Cognac,96.79,8811016005
3844,OLE SMOKY RASBERRY,750 ml,,Whiskey & Cognac,32.66,5391500842
3845,Old Forester,375 ml,Single,Whiskey & Cognac,72.59,8112820288
3846,Old Forester 1870,750 ml,,Whiskey & Cognac,59.28,8112800070
3847,Old Forester 1897,750 ml,,Whiskey & Cognac,67.75,8112800098
3848,Old Forester 1910,750 ml,,Whiskey & Cognac,67.75,8112800109
3849,Old Forester 1920,750 ml,,Whiskey & Cognac,73.8,8112800115
3850,Old Glasgow Scotch Whisky,750 ml,,Whiskey & Cognac,36.29,1042202005
3851,Old Weller 12Yr,750 ml,Single,Whiskey & Cognac,362.99,8800402774
3852,Ole Smoky,750 ml,Single,Whiskey & Cognac,32.66,1008837043
3853,Ole Smoky Apple pie,50 ml,,Whiskey & Cognac,3.41,5601100415
3854,Ole Smoky Banana Pudding,750 ml,,Whiskey & Cognac,32.66,5391500899
3855,Ole Smoky Black Berry,750 ml,,Whiskey & Cognac,32.66,5391500843
3856,Ole Smoky Cookies & Cream,750 ml,,Whiskey & Cognac,32.66,5462800615
3857,Ole Smoky Orange,750 ml,,Whiskey & Cognac,36.29,5462800695
3858,Ole Smoky Salty Carmel Whisky,750 ml,,Whiskey & Cognac,30.24,5462800613
3859,Ole Smoky Sour Razzin Berry,50 ml,Single,Whiskey & Cognac,3.64,1008837014
3860,Ole Smoky Strawberry,50 ml,,Whiskey & Cognac,3.64,1008837016
3861,Ole Smoky White Lighting,50 ml,,Whiskey & Cognac,3.41,5601100418
3862,PAUL MASSON,200 ml,,Whiskey & Cognac,6.04,8800404580
3863,Paul Masson,1.75 L,,Whiskey & Cognac,30.24,8800404575
3864,Paul Masson,50 ml,,Whiskey & Cognac,1.43,8800404535
3865,Paul Masson,750 ml,,Whiskey & Cognac,16.93,8800404577
3866,Paul Masson Amber,375 ml,,Whiskey & Cognac,9.1,8800404579
3867,Paul Masson Mango Brandy,750 ml,Single,Whiskey & Cognac,16.93,8800404558
3868,Paul Masson Peach,750 ml,Single,Whiskey & Cognac,16.93,8800404562
3869,Paul Masson VS,1.75 L,,Whiskey & Cognac,31.45,2129660030
3870,Paul Masson VS,200 ml,,Whiskey & Cognac,6.04,2129600603
3871,Paul Masson VS,375 ml,,Whiskey & Cognac,9.67,2129600606
3872,Paul Masson VS,750 ml,,Whiskey & Cognac,16.93,2129600601
3873,Pendleton Bourbon 10 Yr 750Ml,750 ml,Single,Whiskey & Cognac,55.65,1884402877
3874,Puncher's Chance,750 ml,,Whiskey & Cognac,36.29,5659200604
3875,Pure Scot Scotch Whisky,750 ml,Single,Whiskey & Cognac,12.09,5792100600
3876,REMY 1738 LITER,,,Whiskey & Cognac,99.21,8723600292
3877,REMY V,750 ml,,Whiskey & Cognac,54.44,8723610801
3878,Remy 1.75ml,,,Whiskey & Cognac,181.49,8723600120
3879,Remy 1738,200 ml,,Whiskey & Cognac,25.4,8723600241
3880,Remy 1738,375 ml,,Whiskey & Cognac,42.34,8723600283
3881,Remy 1738,50 ml,Single,Whiskey & Cognac,22.98,000000RM1738
3882,Remy 1738,750 ml,,Whiskey & Cognac,79.85,8723600211
3883,Remy Martin 1738,,,Whiskey & Cognac,7.25,8723600215
3884,Remy Martin VSOP - 1L,,,Whiskey & Cognac,88.32,8723600118
3885,Remy Martin Vsop,375 ml,,Whiskey & Cognac,33.87,8723600121
3886,Remy Martin Vsop,50 ml,Single,Whiskey & Cognac,7.68,8723600168
3887,Remy Martin Vsop,750 ml,,Whiskey & Cognac,67.75,8723600116
3888,Remy Martin Vsop Heritage,750 ml,Single,Whiskey & Cognac,54.44,8723600438
3889,Remy V,375 ml,,Whiskey & Cognac,30.24,8723610904
3890,Remy VSOP,100 ml,,Whiskey & Cognac,13.3,8723600214
3891,Remy Vsop,200 ml,,Whiskey & Cognac,19.35,8723600113
3892,Remy Xo,750 ml,Single,Whiskey & Cognac,266.19,8723600314
3893,Remy's V White,750 ml,Single,Whiskey & Cognac,42.34,8723610807
3894,Revel Stoke Pecan Whiskey,50 ml,Single,Whiskey & Cognac,1.31,8711603614
3895,Revel Stoke Pecan Whisky,750 ml,Single,Whiskey & Cognac,25.4,8711603612
3896,SHEEP DOG WHISKY,750 ml,,Whiskey & Cognac,24.19,8800403867
3897,SKREWBALL BUTTER,750 ml,,Whiskey & Cognac,31.45,6026500240
3898,ST REMY,750 ml,,Whiskey & Cognac,21.77,8723699200
3899,STOCK84 BRANDY LITER,,,Whiskey & Cognac,20.56,8835212962
3900,Seagrams 7,750 ml,,Whiskey & Cognac,21.77,8700000733
3901,Shibui Pure Malt Whisky,750 ml,Single,Whiskey & Cognac,31.45,5212100808
3902,Silver Star 1849 Bourbon,750 ml,Single,Whiskey & Cognac,29.03,4826070488
3903,Silver Star Texas Whisky,750 ml,Single,Whiskey & Cognac,24.19,4427197444
3904,Skrewball,50 ml,,Whiskey & Cognac,3.64,6026500242
3905,Skrewball Peanut Butter,1.75 L,Single,Whiskey & Cognac,48.39,6000814121
3906,St Remy XO,750 ml,,Whiskey & Cognac,25.4,3.16142E+12
3907,St-Remy Vsop,1.5 L,Single,Whiskey & Cognac,39.92,8723699205
3908,Teeling Single Malt Irish,750 ml,,Whiskey & Cognac,84.69,1321902007
3909,Teeling Whiskey,750 ml,,Whiskey & Cognac,53.23,1321902004
3910,The Deacon,750 ml,Single,Whiskey & Cognac,45.97,1349700304
3911,The Glenlivet Old Fashioned,375 ml,,Whiskey & Cognac,25.4,8043211779
3912,The Glenlivet Single Malt,750 ml,Single,Whiskey & Cognac,112.52,8043200087
3913,The Macallan Harmony Collection,750 ml,Single,Whiskey & Cognac,362.99,1206602479
3914,The Muff Liquor Company Whiskey,700 ml,Single,Whiskey & Cognac,38.71,4020227604
3915,Tin Cup 10Yr 750Ml,750 ml,Single,Whiskey & Cognac,33.87,1153801485
3916,Tin Cup Bourbon 1.75L,1.75 L,Single,Whiskey & Cognac,55.65,1884402895
3917,Toki Suntory,750 ml,,Whiskey & Cognac,60.49,8068695701
3918,Toky Suntory,750 ml,,Whiskey & Cognac,55.65,5.01028E+12
3919,Torres 10Yr Brandy,750 ml,Single,Whiskey & Cognac,27.82,8858600651
3920,Traveller Whiskey Blend N40,1 L,Single,Whiskey & Cognac,54.44,8800406007
3921,Traveller Whiskey Blend N40,750 ml,Single,Whiskey & Cognac,45.97,8800406006
3922,Tribute Mister Sam Whiskey,750 ml,Single,Whiskey & Cognac,967.99,1.0088E+13
3923,Tullamore,50 ml,,Whiskey & Cognac,2.84,8366487245
3924,Tullamore Dew,375 ml,,Whiskey & Cognac,19.35,8366487372
3925,Tullamore Dew,750 ml,,Whiskey & Cognac,33.87,8366487246
3926,Tullamore Dew Honey,750 ml,,Whiskey & Cognac,43.55,8366410107
3927,Tullamore dew,1.75 L,,Whiskey & Cognac,65.33,8366487249
3928,WELLER RSV,750 ml,,Whiskey & Cognac,120.99,8800402574
3929,WELLER RSV 175L,,,Whiskey & Cognac,181.49,8800402572
3930,WILD TURKEY,,,Whiskey & Cognac,18.14,2105984375
3931,WILD TURKEY101,50 ml,,Whiskey & Cognac,4.27,2105989500
3932,WOODFORD,375 ml,,Whiskey & Cognac,29.03,8112801168
3933,WOODFORD RES.,375 ml,,Whiskey & Cognac,38.71,8112800187
3934,Weller 107,750 ml,,Whiskey & Cognac,241.99,8800402564
3935,Wild Turkey 101,1.75 L,,Whiskey & Cognac,44.76,2105989175
3936,Wild Turkey 101Pf 8 Yrs,750 ml,Single,Whiskey & Cognac,60.49,2105900387
3937,Wild Turkey 81,750 ml,,Whiskey & Cognac,31.45,2105984750
3938,Wild Turkey 81 1liters,,,Whiskey & Cognac,32.66,2105984100
3939,Wild Turkey Honey,750 ml,,Whiskey & Cognac,29.03,2105981750
3940,Wild Turkey Rare Breed,750 ml,,Whiskey & Cognac,72.59,2105900022
3941,Woodford Reserve,1 L,Single,Whiskey & Cognac,84.69,8112802228
3942,Woodford Reserve,200 ml,Single,Whiskey & Cognac,15.72,8112803147
3943,Woodford Reserve 121.2 Proof,700 ml,Single,Whiskey & Cognac,217.79,8112800334
3944,Woodford Reserve No.21,700 ml,Single,Whiskey & Cognac,241.99,8112800437
3945,Woodford Rsv,1.75 L,,Whiskey & Cognac,91.95,8112801316
3946,Woven Honor Single Malt 18 Years,750 ml,Single,Whiskey & Cognac,120.99,8807618946
3947,Yamato Japanese Whisky,750 ml,Single,Whiskey & Cognac,205.69,9602978863
3948,Yukon Jack,200 ml,,Whiskey & Cognac,8.46,8800403692
3949,Yukon Jack,375 ml,,Whiskey & Cognac,14.51,8200012538
3950,Yukon Jack,50 ml,,Whiskey & Cognac,1.71,8800403578
3951,Yukon Jack,750 ml,,Whiskey & Cognac,26.61,8200012525
3952,Yukon Jack 100Proof,750 ml,,Whiskey & Cognac,31.45,8800403690
3953,Yukon Jack 125 Proof,750 ml,Single,Whiskey & Cognac,31.45,8800404862
3954,Yukon Jack Apple,750 ml,Single,Whiskey & Cognac,12.09,8800403957
3955,bellis bourbon,750 ml,,Whiskey & Cognac,55.65,1150202058
3956,buffalo trace 1.75ml,,,Whiskey & Cognac,120.99,8024400921
3957,bulleit rye 1.75ml,,,Whiskey & Cognac,62.91,8200076607
3958,bushmills,750 ml,,Whiskey & Cognac,41.13,1884402073
3959,cROWN ROYAL,50 ml,,Whiskey & Cognac,2.57,8719902
3960,crown royal apple can,,4-Pack,Whiskey & Cognac,18.14,8200079623
3961,crown royal peach,750 ml,,Whiskey & Cognac,42.34,8200078291
3962,crown royal salted caramel,,,Whiskey & Cognac,38.71,8200078397
3963,dewars 12year,750 ml,,Whiskey & Cognac,55.65,8048098587
3964,dragon fire btl,12 Oz,6-Pack,Whiskey & Cognac,15.11,9861498549
3965,four roses small bat.,750 ml,,Whiskey & Cognac,78.64,4023228833
3966,jack deniel winter,750 ml,,Whiskey & Cognac,24.19,8218405611
3967,old forester statesman,750 ml,,Whiskey & Cognac,68.96,8112800173
3968,ole smoky white,750 ml,,Whiskey & Cognac,30.24,5601100401
3969,skrewball,200 ml,,Whiskey & Cognac,13.3,6026500247
3970,0-61 Cabernet Sauvignon,750 ml,Single,Wine,19.35,1009840024
3971,13 Celsius Sauv Blanc,750 ml,,Wine,14.51,8130800340
3972,1800 Blanc,50 ml,Single,Wine,4.83,1153801011
3973,1800 High Proof Blanco,375 ml,Single,Wine,22.98,1884402967
3974,1865 Cab Sau,750 ml,Single,Wine,22.98,8832013420
3975,19 CRIMES MARTHA'S CHARD,,,Wine,15.72,1235400743
3976,19 CRIMES PINOT NOIR,,,Wine,13.3,8981972144
3977,19 Crimes Cab,750 ml,,Wine,13.3,1235400135
3978,19 Crimes Cabernet Sauvignon,750 ml,,Wine,13.3,1235401412
3979,19 Crimes Cali Smooth,750 ml,Single,Wine,15.72,1235401655
3980,19 Crimes Chard,750 ml,,Wine,13.3,1235400194
3981,19 Crimes Hard Chard,750 ml,,Wine,13.3,1235401976
3982,19 Crimes Red,750 ml,,Wine,13.3,1235400099
3983,19 Crimes Sauv Block,,,Wine,13.3,8981972356
3984,19 Crimes The Warden,,,Wine,20.56,1235400160
3985,19 Crimes Uprising,750 ml,,Wine,13.3,1235400193
3986,1924 Port Barrel Pinot Noir,,,Wine,15.72,8224201673
3987,446 Chard,750 ml,,Wine,13.3,8224256213
3988,7 Siete Leguas Blanco,750 ml,Single,Wine,78.64,8800405757
3989,90 PLUS CHIANTI,750 ml,,Wine,12.09,1087902088
3990,90+ Big Red Blend,750 ml,Single,Wine,12.09,1087902010
3991,90+ Cabernet Sauvignon,750 ml,Single,Wine,12.09,9465500171
3992,90+ Cellars Old V. Malbec,,,Wine,12.09,9465500142
3993,90+ Cellars Prosecco,187 ml,,Wine,14.51,1087902064
3994,90+ Cellars Riesling,750 ml,,Wine,12.09,9465500186
3995,90+ MERLOT,750 ml,,Wine,12.09,9465500122
3996,90+ Moscato,750 ml,,Wine,14.51,9465500197
3997,90+ Pinot Grigio,750 ml,Single,Wine,12.09,9465500160
3998,90+ Pinot Noir,,,Wine,12.09,9465500109
3999,90+ cellars Sauv Blanc,750 ml,,Wine,12.09,9465500103
4000,90PLUS BEAUJOLAIS,750 ml,,Wine,12.09,1087902114
4001,90plus pinot grigio 1.5ml,,,Wine,21.77,1087902023
4002,90plus sauvignon blanc1.5ml,,,Wine,21.77,1087902020
4003,ANDRE BRUT,750 ml,,Wine,10.88,8500000743
4004,ANDRE COLD DUCK,750 ml,,Wine,12.09,8500000747
4005,ANGELINI PINOT NOIR,,,Wine,15.72,8365500109
4006,APOTHIC CAB 750,,,Wine,13.3,8500003096
4007,AUBRADE BORDEAUX,750 ml,,Wine,14.51,3.76015E+12
4008,Abstract Red Blend 2021,750 ml,,Wine,45.97,8500002536
4009,Agua De Piedra Chard,750 ml,,Wine,16.93,1564324972
4010,Ague De Piedra Malbec,750 ml,,Wine,16.93,1564324392
4011,Aibyria Vinho,750 ml,,Wine,10.88,5.60442E+12
4012,Al Verdi Pinot Grigio +Tax,1.5 L,,Wine,16.93,8017519474
4013,Alamos Malbec,750 ml,,Wine,14.51,8500001819
4014,Alamos Red Blend,750 ml,,Wine,14.51,8500001945
4015,Alma Los Andes Malbec,750 ml,,Wine,16.93,7.79814E+12
4016,Ammunition Cabernet Sauv,750 ml,Single,Wine,24.19,5211600503
4017,Andre Brut Rose,750 ml,,Wine,10.88,8500002524
4018,Andre Moscato,,,Wine,10.88,8500002226
4019,Andre Sangria,750 ml,Single,Wine,12.09,8500003434
4020,Andre Spumante,750 ml,,Wine,10.88,8500000828
4021,Angelini Moscato D'Asti,750 ml,,Wine,13.3,8365500007
4022,Angelini Pinot Grigio,750 ml,,Wine,13.3,8365500100
4023,Angry Ochard Crisp Apple,12 Oz,12-Pack,Wine,22.98,8769200083
4024,Angry Orchard Apple,,,Wine,13.08,8769282102
4025,Angry Orchard Dark Cherry Apple,12 Oz,6-Pack,Wine,13.3,8769201362
4026,Angry Orchard Rose,,6-Pack,Wine,13.3,8769200660
4027,Angry Orchards Apple Bottles,12 Oz,12-Pack,Wine,22.98,8769200033
4028,Angry Orchid Rose Single,,,Wine,2.48,8769200659
4029,Apothic Crush,750 ml,,Wine,13.3,8500002348
4030,Apothic Dark,750 ml,,Wine,13.3,8500002286
4031,Apothic Inferno,750 ml,,Wine,16.93,8500002490
4032,Apothic Merlot,750 ml,,Wine,13.3,8500003214
4033,Apothic Pinot Noir,750 ml,,Wine,13.3,8500003233
4034,Apothic Red,750 ml,,Wine,13.3,8500001774
4035,Apothic Rose,750 ml,,Wine,13.3,8500002154
4036,Apothic Sparkl red,750 ml,,Wine,19.35,8500002951
4037,Apothic White,750 ml,,Wine,13.3,8500001973
4038,Arbor Mist Blackberry - 1.50L,1.5 L,,Wine,14.51,8210017924
4039,Arbor Mist Exotic,1.5 L,,Wine,14.51,8210017906
4040,Arbor Mist Exotic,750 ml,,Wine,6.04,8210017902
4041,Arbor Mist Mango Stra,1.5 L,,Wine,14.51,8210073857
4042,Arbor Mist Mango Straw 750,,,Wine,5.75,8210073856
4043,Arbor Mist Pineapple,1.5 L,Single,Wine,14.51,8210073933
4044,Arbor Mist Rasp Pink Moscato,1.5 L,Single,Wine,14.51,8210073876
4045,Armand De Brignac Champagne,750 ml,,Wine,399.29,8175383603
4046,Astral Blanco,750 ml,,Wine,30.24,8807618695
4047,Avaline Pinot Noir,750 ml,Single,Wine,26.61,5003218913
4048,Avaline Red Wine,750 ml,Single,Wine,22.98,1613602537
4049,Avaline White Wine,750 ml,Single,Wine,22.98,1613602536
4050,Aveleda Vinho Verde,1.5 L,Single,Wine,15.72,6479321553
4051,Ayala Brut,750 ml,,Wine,48.39,1636000102
4052,B.F BRIGHT CHARD.,750 ml,,Wine,8.46,8500003285
4053,BARE FOOT STRAW MOSCATO,,,Wine,8.46,8500002901
4054,BAREFOOT PINEAPPLE,750 ml,Single,Wine,8.46,8500003331
4055,BARROS PORTO,,,Wine,20.56,5.60119E+12
4056,BESO DEL SOL,,,Wine,15.72,5613700615
4057,BLACK BOX CAB,500 ml,,Wine,6.04,8143400029
4058,BLACK BOX MERLOT,500 ml,,Wine,6.04,8143400031
4059,Babe Grigio,200 ml,4-Pack,Wine,15.72,6903700034
4060,Baluarte Blanco,750 ml,,Wine,59.17,7.50301E+12
4061,Banshee Pinot Noir,750 ml,Single,Wine,24.19,5386800602
4062,Barefoot Apple,1.5 L,Single,Wine,14.51,8500002988
4063,Barefoot Blueberry,750 ml,Single,Wine,8.46,8500003178
4064,Barefoot Bubbly Brut,750 ml,Single,Wine,13.3,1834175126
4065,Barefoot Bubbly Brut,,4-Pack,Wine,14.51,8500024879
4066,Barefoot Bubbly Moscato,750 ml,Single,Wine,13.3,8500001759
4067,Barefoot Bubbly Pink,187 ml,4-Pack,Wine,14.51,8500042210
4068,Barefoot Bubbly Pink Mos,187 ml,,Wine,3.98,8500002210
4069,Barefoot Bubbly Pink Mos,750 ml,Single,Wine,13.3,8500001965
4070,Barefoot Bubbly Pinot Grig,750 ml,Single,Wine,13.3,8500001604
4071,Barefoot Cab Sauv,1.5 L,Single,Wine,14.51,1834115101
4072,Barefoot Cab Sauv,750 ml,Single,Wine,8.46,1834175101
4073,Barefoot Cabernet,200 ml,4-Pack,Wine,9.67,8500044124
4074,Barefoot Chard,187 ml,4-Pack,Wine,9.67,8500004536
4075,Barefoot Chard,750 ml,Single,Wine,8.46,1834175105
4076,Barefoot Chard 1.50L,1.5 L,Single,Wine,14.51,1834115105
4077,Barefoot Chard Single,187 ml,Single,Wine,2.84,8500000536
4078,Barefoot Chardonnay,200 ml,4-Pack,Wine,9.67,8500044125
4079,Barefoot Lemonade,1.5 L,Single,Wine,14.51,8500003618
4080,Barefoot Lemonade,750 ml,Single,Wine,8.46,8500003492
4081,Barefoot Malbec,1.5 L,Single,Wine,14.51,8500002157
4082,Barefoot Mango,1.5 L,Single,Wine,14.51,8500003218
4083,Barefoot Mango,750 ml,Single,Wine,8.46,8500003217
4084,Barefoot Merlot,1.5 L,Single,Wine,14.51,1834115110
4085,Barefoot Merlot,187 ml,4-Pack,Wine,9.67,8500004546
4086,Barefoot Merlot,750 ml,Single,Wine,8.46,1834175110
4087,Barefoot Moscato,1.5 L,Single,Wine,14.51,8500001667
4088,Barefoot Moscato,187 ml,4-Pack,Wine,9.67,8500004559
4089,Barefoot Moscato,200 ml,4-Pack,Wine,9.67,8500044126
4090,Barefoot Moscato,750 ml,Single,Wine,8.46,8500001668
4091,Barefoot PG,187 ml,4-Pack,Wine,9.67,8500004528
4092,Barefoot Peach,1.5 L,Single,Wine,14.51,8500002989
4093,Barefoot Peach Fusion,750 ml,Single,Wine,13.3,8500002273
4094,Barefoot Pear,1.5 L,Single,Wine,14.51,8500003761
4095,Barefoot Pear,750 ml,Single,Wine,8.46,8500003760
4096,Barefoot Pink Moscato,1.5 L,Single,Wine,14.51,8500002060
4097,Barefoot Pink Moscato,187 ml,Single,Wine,2.84,8500000594
4098,Barefoot Pink Moscato,750 ml,Single,Wine,8.46,8500002045
4099,Barefoot Pink Moscoto,187 ml,,Wine,2.57,8559401
4100,Barefoot Pinot Grigio,1.5 L,Single,Wine,14.51,8500001443
4101,Barefoot Pinot Grigio,187 ml,Single,Wine,2.84,8500000528
4102,Barefoot Pinot Grigio,200 ml,4-Pack,Wine,9.67,8500044122
4103,Barefoot Pinot Grigio,750 ml,Single,Wine,8.46,8500001444
4104,Barefoot Pinot Noir,1.5 L,Single,Wine,14.51,8500001736
4105,Barefoot Pinot Noir,187 ml,4-Pack,Wine,9.67,8500004560
4106,Barefoot Pinot Noir,750 ml,Single,Wine,8.46,8500001707
4107,Barefoot Pinot Noir Single,187 ml,Single,Wine,2.84,8500000560
4108,Barefoot Pnk Moscoto,187 ml,4-Pack,Wine,9.67,8500004594
4109,Barefoot Red Mosc,187 ml,4-Pack,Wine,9.67,8500004185
4110,Barefoot Red Moscato,1.5 L,Single,Wine,14.51,8500002028
4111,Barefoot Red Moscato,750 ml,Single,Wine,8.46,8500001989
4112,Barefoot Red Moscoto,187 ml,,Wine,2.57,8518501
4113,Barefoot Reisling,1.5 L,Single,Wine,14.51,8500001813
